date,report_org_code,org_code,activity,humanitarian_or_development,state,township,beneficiaries,new_beneficiaries
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,553,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,1811,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,2522,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,829,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,1164,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,1115,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,1146,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,1640,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,433,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,608,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Myingyan,512,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,3209,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1813,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,466,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,831,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,777,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,575,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1059,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,259,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,210,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,750,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1500,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,681,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,559,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1422,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1030,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1263,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,463,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1781,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1169,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,525,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,491,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,458,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1064,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,499,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1576,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1576,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,639,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1859,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,753,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1514,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1848,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,360,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1886,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,777,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1179,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,746,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1583,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,514,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,491,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1753,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,722,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,938,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,730,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,507,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,677,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,221,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1004,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,540,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,233,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,936,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1439,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,491,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,894,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1315,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1315,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,523,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,3294,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,360,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,949,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,722,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,523,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,674,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1670,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1272,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1989,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1449,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,668,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1598,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,1458,0
44713,org_3315,org_3315,FFS and farmer training,Development,Mandalay,Nyaung-U,528,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,47,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,131,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,2249,2249
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,34,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,342,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,83,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,374,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,233,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,145,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,80,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Loikaw,116,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,123,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,179,179
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,864,864
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,963,963
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,76,76
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,479,479
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Demoso,133,133
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Hpruso,208,208
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Hpruso,378,378
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Hpruso,536,536
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Hpruso,187,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Hpruso,260,0
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayah,Hpruso,627,627
44713,org_3536,org_2157,multi-purpose cash transfer,Humanitarian,Shan (South),Pekon,326,326
44713,org_3536,org_2157,multi-purpose cash transfer,Humanitarian,Shan (South),Pekon,420,420
44713,org_3536,org_2157,multi-purpose cash transfer,Humanitarian,Shan (South),Pekon,216,216
44713,org_3536,org_2157,multi-purpose cash transfer,Humanitarian,Shan (South),Pekon,277,277
44713,org_3536,org_2157,multi-purpose cash transfer,Humanitarian,Shan (South),Pekon,115,115
44713,org_3536,org_2157,multi-purpose cash transfer,Humanitarian,Shan (South),Pekon,106,106
44713,org_3536,org_2157,multi-purpose cash transfer,Humanitarian,Shan (South),Pekon,94,94
44713,org_3536,org_2157,multi-purpose cash transfer,Humanitarian,Shan (South),Pekon,275,275
44713,org_3536,org_2157,multi-purpose cash transfer,Humanitarian,Shan (South),Pekon,1065,1065
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,232,232
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,209,209
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,246,246
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,212,212
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,303,303
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,209,209
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,329,329
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,444,444
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,515,515
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,299,299
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,365,365
44713,org_3536,org_6130,multi-purpose cash transfer,Humanitarian,Kayin,Hpapun,311,311
44713,org_3536,org_1061,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,163,163
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,144,144
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,160,160
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,192,192
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,134,134
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,221,221
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,107,107
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,454,454
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,252,252
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,148,148
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,188,188
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,162,162
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,298,298
44713,org_3536,org_8710,multi-purpose cash transfer,Humanitarian,Kayin,Thandaunggyi,148,148
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Mrauk-U,496,496
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Mrauk-U,579,579
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Mrauk-U,976,976
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Mrauk-U,2677,2677
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Mrauk-U,146,146
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Mrauk-U,278,278
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Mrauk-U,606,606
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Mrauk-U,513,513
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Pauktaw,325,325
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Pauktaw,327,327
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Pauktaw,255,255
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Pauktaw,596,596
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Ponnagyun,86,86
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Ponnagyun,235,235
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,1045,1045
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,804,804
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,1506,1506
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,1096,1096
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,789,789
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,307,307
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,126,126
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,198,198
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,120,120
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,208,208
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,553,553
44713,org_3536,org_4155,food distribution,Humanitarian,Rakhine,Sittwe,383,383
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,16,0
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,21,0
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,24,0
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,20,0
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,20,20
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,16,0
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,21,0
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,24,0
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,20,0
44682,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Maungdaw,20,0
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,1,0
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,1,0
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,1,0
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,4,4
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,2,0
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,9,0
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,1,0
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,1,1
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,1,1
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,1,0
44682,org_7970,org_7970,multi-purpose cash transfer,Humanitarian,Rakhine,Sittwe,1,0
44652,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,12,0
44652,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,19,0
44652,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,15,0
44652,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,5,0
44652,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,8,0
44652,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,4,0
44713,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,10,10
44713,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,8,0
44713,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,22,22
44713,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,19,0
44713,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,20,0
44713,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,13,0
44713,org_7970,org_7970,vocational training,Humanitarian,Rakhine,Sittwe,8,0
44652,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,12,0
44652,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,19,0
44652,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,15,0
44652,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,5,0
44652,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,8,0
44652,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,4,0
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,10,0
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,8,0
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,22,0
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,19,0
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,20,0
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,13,0
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Rakhine,Sittwe,8,0
44652,org_7970,org_7970,IGA and small grants,Humanitarian,Kayin,Hpapun,7,0
44682,org_7970,org_7970,vocational training,Humanitarian,Tanintharyi,Yebyu,16,16
44682,org_7970,org_7970,vocational training,Humanitarian,Tanintharyi,Yebyu,22,22
44682,org_7970,org_7970,vocational training,Humanitarian,Tanintharyi,Yebyu,13,0
44682,org_7970,org_7970,vocational training,Humanitarian,Tanintharyi,Yebyu,10,10
44682,org_7970,org_7970,IGA and small grants,Humanitarian,Tanintharyi,Yebyu,9,0
44682,org_7970,org_7970,FFS and farmer training,Humanitarian,Bago (East),Kyaukkyi,14,0
44682,org_7970,org_7970,"crop, vegetable and seed kits",Humanitarian,Bago (East),Kyaukkyi,14,14
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Bago (East),Kyaukkyi,7,7
44713,org_7970,org_7970,vocational training,Humanitarian,Tanintharyi,Yebyu,10,0
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Tanintharyi,Yebyu,7,0
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Tanintharyi,Yebyu,9,0
44713,org_7970,org_7970,vocational training,Humanitarian,Kayin,Hpapun,19,0
44713,org_7970,org_7970,vocational training,Humanitarian,Kayin,Hpapun,21,21
44713,org_7970,org_7970,FFS and farmer training,Development,Kayin,Hlaingbwe,29,29
44713,org_7970,org_7970,"crop, vegetable and seed kits",Development,Kayin,Hlaingbwe,24,24
44713,org_7970,org_7970,IGA and small grants,Humanitarian,Bago (East),Htantabin,24,24
44713,org_7970,org_7970,FFS and farmer training,Humanitarian,Kayah,Demoso,31,31
44713,org_7970,org_7970,FFS and farmer training,Humanitarian,Kayah,Demoso,24,24
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,1730,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,260,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,1080,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,930,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,1040,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,980,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,720,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,650,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,890,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,950,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,2570,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,605,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,230,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,270,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,250,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,1020,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,77,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,520,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,630,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,560,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,102,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,1575,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,2880,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,370,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,441,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,447,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,390,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,628,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,590,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,1090,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,260,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,360,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,643,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,747,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,610,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,630,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,523,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,544,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,558,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,700,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,402,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,734,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,559,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,896,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,661,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,555,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,116,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,300,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,220,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,225,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,5100,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,630,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,1380,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,90,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,170,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,940,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,580,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,3040,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,690,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,585,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,360,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,8,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,990,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,350,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,1860,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,160,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,1750,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,130,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,410,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,335,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,215,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,2050,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,140,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,260,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,110,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,29,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,760,0
44652,org_2690,org_5677,food distribution,Humanitarian,Rakhine,Buthidaung,150,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,2040,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,1480,0
44652,org_2690,org_8004,food distribution,Humanitarian,Rakhine,Buthidaung,1650,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,850,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,830,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,380,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,250,0
44652,org_2690,org_3486,food distribution,Humanitarian,Rakhine,Buthidaung,961,0
